uid,lat,lon,aqi,station_name,recorded_at,etl_insert_ts,etl_update_ts
5354,36.90118,-76.43808,55,"Tidewater Community College, Hampton Roads, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5356,37.28342,-79.88452,45,"Herman L. Horn Elementary School, Roanoke, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5365,36.1344,-118.811,38,"Springville-Forest Service, Tulare, California",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5370,52.14428,-122.150391,123,"Williams Lake Columneetza School, British Comlumbia, Canada",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5371,47.2988,123.945,65,"City Environmental Monitoring Station, Qiqihaer (齐齐哈尔市环境监测站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5381,32.865381,129.7858478,76,"Kinkaimura Matsumachi, Nagasaki, Nagasaki, Japan (村松長崎市)",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5419,45.3986511,-71.8999973,51,"Estrie, Quebec, Canada",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5427,47.32,-70.83,18,"Laurentides, Quebec, Canada",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5436,47.835957,-69.5359854,40,"Rivière-du-Loup, Quebec, Canada",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5440,46.3432059,-72.5428333,26,"Bécancour - secteur de l'hôtel de ville, Quebec, Canada",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5442,48.5706148,-77.9494546,17,"Abitibi, Quebec, Canada",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5444,46.9801031,-70.5565719,35,"Montmagny, Quebec, Canada",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5450,48.4280529,-71.0684923,22,"Saguenay, Quebec, Canada",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5452,48.425545,-71.184256,61,"Saguenay - secteur de Sainte-Thérèse (Arvida), Quebec, Canada",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5474,56.448889,-111.038056,189,"Anzac, Alberta, Canada",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5475,55.1963,-119.3968,61,"Beaverlodge, Alberta, Canada",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5483,53.5482115,-113.3680856,131,"Edmonton East, Alberta, Canada",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5485,53.593611,-116.392778,48,"Edson, Alberta, Canada",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5486,53.6824,-112.8681,69,"Elk Island, Alberta, Canada",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-21 13:51:39.842899
5487,58.7084,-111.1764,167,"Fort Chipewyan, Alberta, Canada",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5488,57.189406,-111.640504,76,"Fort McKay, Alberta, Canada",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5496,49.7161843,-112.800586,53,"Lethbridge, Alberta, Canada",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.749023,2023-08-18 14:31:07.749023
5497,50.0488873,-110.6811172,43,"Medicine Hat - Crescent Heights, Alberta, Canada",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5502,53.1325,-117.091111,60,"Steeper, Alberta, Canada",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5507,20.9416,107.1158,29,"Ha Long, Vietnam (Tp Hạ Long)",2023-08-22T01:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5530,34.7603737,127.6622221,63,Yeosu (여수시),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5536,43.0620958,141.3543763,50,Sapporo (札幌),2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5708,30.1377,104.6289,109,"sìsānyī chǎng, Ziyang (资阳四三一厂)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5722,48.856614,2.3522219,65,Paris,2023-08-19T01:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5736,47.56038,-52.71147,28,"St. John's, NewFoundland, Canada",2023-08-22T02:30:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5738,49.918502777778,14.094489166667,80,"Tobolka-Certovy schody, Stredocesky, Czech Republic",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5753,43.367091,-8.420599,52,"Riazor, A Coruña, Galicia, Spain",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5763,-21.9995,148.071,56,Moranbah,2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5796,35.851391,115.507088,139,"Environment protection office, Puyang (濮阳环保局)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5798,34.01289,113.832446,137,"Monitoring station, Xuchang (许昌监测站)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5855,47.597222,-122.319722,55,"10th and Weller, Seattle, Washington, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5863,54.4138811,-110.2330575,51,"Cold Lake South, Alberta, Canada",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5892,42.1428,-80.0372,60,"Erie, Pennsylvania, USA",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5898,40.8142,-79.565,70,"Kittanning, Pennsylvania, USA",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5927,43.4351,-89.67979,83,"Devils Lake, Wisconsin, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5928,44.76249,-91.41445,68,"Eau Claire Dot, Wisconsin, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5929,44.50729,-87.99344,55,"Green Bay E High, Wisconsin, USA",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5933,43.07378,-89.43595,62,"Madison-east, Wisconsin, USA",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5953,33.483611111111,-112.1425,37,"West Phoenix, Maricopa, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5954,33.569166666667,-112.19138888889,50,"Glendale, Maricopa, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5958,31.87952,-110.99644,39,"Green Valley, Pima County, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5961,32.172997,-110.980115,34,"Rose Elementary, Pima County, USA",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
5962,32.380816,-111.127157,31,"Coachline, Pima County, USA",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5967,57.144555,-2.106472,28,"Aberdeen Union Street Roadside, United Kingdom",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.842899
5974,56.462383,-2.96739,39,"Dundee Seagate, United Kingdom",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
5983,55.939026,-3.392727,35,"Edinburgh Glasgow Road, United Kingdom",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
6033,54.43951,-7.900328,26,"Lough Navar, United Kingdom",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
6041,48.169444,11.65,46,"Johanneskirchen, München, Germany",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6043,48.1542256,11.5537444,39,"Lothstraße, München, Germany",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
6082,51.485492,6.735431,52,"Duisburg-Bruckhausen, Germany",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
6147,49.0520822,8.2527935,59,"Wörth-Marktplatz, Germany",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.842899,2023-08-21 13:51:39.842899
6157,47.660077777439,9.4856333332592,60,"Friedrichshafen, Germany",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6160,49.165533332825,9.2247444444233,45,"Heilbronn, Germany",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6162,48.578177777396,7.802272222307,56,"Kehl, Germany",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6172,48.808933333291,9.2298611111111,46,"Stuttgart-Bad Cannstatt, Germany",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6200,52.376666666667,13.5325,80,"Schönefeld, Flughafen*, Germany",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6218,53.0175275,11.1432543,32,"Wendland, Germany",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6220,53.4708393,7.4848308,31,"Ostfriesland, Germany",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6224,51.8333333,9.5,56,"Weserbergland, Germany",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6275,32.38,-104.26222,62,"Carlsbad, New Mexico, USA",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6276,32.255833,-107.72266,29,"Deming Airport, New Mexico, USA",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6282,30.130555555556,-85.731388888889,87,"St. Andrews State Park, Bay, Florida, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6283,28.053611111111,-80.628611111111,35,"Melbourne, Brevard, Florida, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6285,26.27,-81.710833333333,38,"Laurel Oak Elementary, Collier, Florida, USA",2023-08-22T06:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6286,30.178055555556,-82.619166666667,81,"Lake City - Veterans Domicile, Columbia, Florida, USA",2023-08-22T06:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6289,30.260277777778,-81.453611111111,49,"Mayo Clinic, Duval, Florida, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6290,30.525277777778,-87.203611111111,56,"Ellyson Industrial Park, Escambia, Florida, USA",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6292,27.8925,-82.538333333333,49,"USMC Reserve Center, Hillsborough, Florida, USA",2023-08-17T08:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6295,30.439722222222,-84.346388888889,45,"Tallahassee Community College, Leon, Florida, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6297,27.1725,-80.240555555556,35,"Stuart, Martin, Florida, USA",2023-08-22T06:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6298,25.794722222222,-80.215555555556,55,"Miami Fire Station - Station #5, Miami-Dade, Florida, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6299,25.471944444444,-80.482777777778,40,"Homestead Fire Station - Station #16, Miami-Dade, Florida, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6313,40.012969,-105.267212,89,"Athens, Boulder-CU, Colorado, USA",2023-08-22T02:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6316,38.848014,-104.828564,34,"Colorado College, Colorado, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6322,40.414877,-104.70693,34,"Greeley - Hospital, Colorado, USA",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6326,39.738578,-104.939925,30,"National Jewish Hospital, Colorado, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6331,31.7308,113.3983,89,"lìjiāoqiáo shuǐchǎng, Suizhou, Hubei (随州市立交桥水厂)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6333,53.246535,6.608937,27,"Nijensteinheerd, Groningen",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6373,48.694835327539,6.9651731255341,60,"Héming, Deux Sarres, France",2023-08-19T01:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-18 14:31:07.753738
6377,49.065875132799,5.7855296732897,45,"Jonville, Plaine de Woëvre, France",2023-08-22T01:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6426,40.3260845,-79.8836674,87,"Glassport High Street, Allegheny, Pennsylvania, USA",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6433,-31.8757651,115.9660496,11,Caversham,2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6436,-28.7732192,114.6096326,6,Geraldton,2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6440,-35.0238227,117.8847286,4,Albany,2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6441,-33.3588705,116.1540412,32,Collie,2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.753738,2023-08-21 13:51:39.843900
6442,-12.424323299931,130.89335024357,77,Winnellie,2023-08-22T04:30:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6444,-34.928853,138.600943,34,Adelaide CBD,2023-08-22T04:30:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6446,-34.838654,138.496351,25,North Western Adelaide Le Fevre 1,2023-08-19T03:30:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6450,-35.134927,138.495159,13,Southern Adelaide Christies,2023-08-22T04:30:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6467,32.090333333333,112.21097222222,95,"Xiangzhou Hangkong Road , Xiangyang, Hubei (襄阳襄州航空路)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6468,42.3152306,140.9737991,50,"Muroran, Hokkaido Prefecture, Japan (御前水地区測定局室蘭市)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6479,52.0387126,23.1445026,25,"Biała Podlaska, Poland",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6480,51.258828,22.570467,65,"Lublin ul.Obywatelska, Poland",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6497,25.7815621,-100.1875974,124,"Apodaca, Nuevo Leon, Mexico",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6509,20.558094,-101.204941,58,"DIF, Mexico",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6510,20.947924,-101.425774,84,"Hospital General, Mexico",2023-08-19T00:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6513,30.46198,-91.17922,51,"Baton Rouge Capitol site, Louisiana, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6517,32.509789,-92.04605,47,"Monroe Airport site, Louisiana, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6525,52.658611111111,19.059166666667,48,"Włocławek-Okrzei, Poland",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6529,54.19398611,16.17254444,17,"Koszalin ul. Armii Krajowej, Poland",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6530,53.6989,16.70457222,17,"Szczecinek ul. Przemysłowa, Poland",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6557,51.79972222,16.3175,55,"Wschowa, Poland",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6568,54.031129,19.03278,27,"Malbork, Poland",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6589,46.81467,2.61012,35,"Verneuil, France",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6640,39.479722222222,-0.3375,352,"Politècnic, València, Valencia, Spain",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6642,39.56,-1.2827777777778,33,"Caudete de las Fuentes, Valencia, Spain",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6644,39.481111111111,-0.44722222222222,65,"Quart de Poblet, Valencia, Spain",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6649,42.3145417,-1.801367,49,"Funes, Navarra, Spain",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6668,40.706707,0.5816515,33,"Amposta, Catalunya, Spain",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6669,41.38534,2.153822,70,"Barcelona (Eixample), Catalunya, Spain",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6696,43.3613953,-5.8593267,61,"Sama, Asturias, Spain",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6712,42.875167093755,-3.231732505322,46,"Valderejo, Gaubea, Valdegovía, País Vasco, Spain",2023-08-19T01:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6718,43.048094322407,-2.191380269703,93,"Beasain, País Vasco, Spain",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6725,43.309413440634,-2.0109384236745,61,"Avda. Tolosa, San Sebastián, Donostia, País Vasco, Spain",2023-08-22T03:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6737,43.362055748944,-3.0227822073212,50,"Algorta, Getxo, País Vasco, Spain",2023-08-22T01:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6741,43.333011997426,-3.0425600003492,61,"Santurce, Santurtzi, País Vasco, Spain",2023-08-19T00:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6747,28.099159853054,-17.120428093412,61,"Residencia Escolar-SS Gomera, Canarias, Spain",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6781,28.967881387242,-13.555845600669,55,"Ciudad Deportiva-Arrecife, Canarias, Spain",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6786,28.462168899184,-16.261865909693,63,"Tome Cano, Canarias, Spain",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6799,53.43216944,14.5539,42,"Szczecin ul. Piłsudskiego, Poland",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6817,18.840732,98.96978,61,"City Hall, Chiangmai, Thailand (ศาลากลางเชียงใหม่)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6826,35.6080964,138.9338754,59,"Otsukimachi Hanasaki, Otsuki, Yamanashi, Japan (大月大月市)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6828,34.4201672,132.7407238,55,"Saijochuo, Higashihiroshima, Hiroshima, Japan (東広島西条小学校東広島市)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6883,43.276451,5.39736,71,"Marseille Rabatau, PACA, France",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6885,43.657745,7.201944,79,"Nice Aeroport, PACA, France",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6898,43.786583,7.373283,65,"Peillon, PACA, France",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6910,54.7686,-101.877555,14,"Flin Flon, Manitoba, Canada",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6913,41.530011,-90.587611,88,"Jefferson School, Davenport, Iowa, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6914,40.693298,-92.006104,59,"Lake Sugema, Iowa, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6920,41.658195,-91.503471,78,"Hoover School, Iowa City, Iowa, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
6922,40.970001,-95.044998,57,"Viking Lake, Iowa, USA",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
6924,41.603056,-93.643056,63,"Carpenter, Des Moines, Iowa, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
6956,31.048333333333,112.20138888889,134,"Zhuyuan primary school, Jingmen, Hubei (荆门竹园小学)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7014,31.2058,107.4611,154,"Civic Center, Dazhou (达州市政中心)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7035,23.05361111,113.7819444,149,"dōngchéng zhǔ shān, Dongguan (东莞东城主山)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7036,23.5292,116.4094,99,"yú hú, Jieyang (揭阳渔湖)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7067,31.4846,92.0657,61,"Nagqu Stations, Nagqu (那曲地区那曲监测站)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7069,32.5,80.1161,39,"Ngari Station, Ngari Sanai (阿里地区阿里监测站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7082,26.4519,111.5989,78,"Lengshuitan District Environmental Protection Bureau, Yongzhou (永州冷水滩区环保局)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7101,32.6319,116.8306,107,"Bagongshan District Government, Huainan (淮南八公山区政府)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7108,30.9414,117.7806,76,"Xinmin City wastewater treatment plant, Tongling (铜陵市新民污水厂)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7127,31.7797,116.5068,97,"Chaoyang plant, Lu'an (六安朝阳厂)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7138,36.5481,104.1731,133,"dònglì gōngsī, Baiyin (白银动力公司)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7142,37.9311,102.6219,59,"Monitoring station, Wuwei (武威监测站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7147,35.5294,106.7039,63,"bówùguǎn, Pingliang (平凉博物馆)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7148,39.746,98.509,61,"cāng mén jiē zi zhàn, Jiuquan (酒泉仓门街子站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7152,35.7067,107.6364,57,"City EPA, Qingyang (庆阳市环保局)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7160,25.3214,119.1015,57,"xiù yǔ qū zhèngfǔ, Putian (莆田秀屿区政府)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7162,26.2625,117.6211,63,"sān gāng, Sanming (三明三钢)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7176,25.0311,117.0151,55,"lóngyán xuéyuàn, Longyan (龙岩龙岩学院)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.843900,2023-08-21 13:51:39.843900
7179,26.6611,119.5392,38,"Ningde Stations, Ningde (宁德宁德市监测站)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7194,23.0944,109.6014,95,"guì chéngzi zhàn, Guigang (贵港贵城子站)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7198,22.6164,110.1433,107,"nanjiang No1 middle school, Yulin (玉林南江一中)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-18 14:31:07.757255
7200,23.8844,106.6527,65,"Blood Center, Baise (百色市中心血站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7203,24.7121,108.2134,55,"dōng rén lèyuán, Hechi (河池东仁乐园)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
7218,23.8982,100.0782,65,"Bureau of Meteorology, Lincang (临沧市气象局)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.757255,2023-08-21 13:51:39.843900
